from,to
3401,3862
3401,6552
3401,5265
3401,5184
3401,5471
3401,5269
3401,5324
3401,4810
3401,4812
3401,3423
3401,3409
3401,6118
3401,7049
3401,4767
3401,3880
3401,7053
3401,4916
3401,5526
3401,7059
3401,5226
3401,6141
3401,5273
3401,6597
3401,3447
3401,3416
3401,4620
3401,5658
3401,5660
3401,5668
3401,931
3401,6240
3401,6722
3401,5680
3401,2690
3401,4793
3401,6713
3401,6031
3401,6176
3401,3926
3401,5694
3401,3931
3401,7105
3401,2829
3401,3935
3401,3936
3401,5267
3401,1675
3401,4381
3401,6392
3401,3486
3402,5389
3402,6776
3403,4444
3914,5823
3914,3902
3914,5327
5309,6014
5309,5411
5309,4070
5309,3645
3407,3797
3407,3925
3409,4649
3409,3793
3409,3520
3412,3493
3412,879
3412,1858
3412,3087
6561,3692
3414,4086
3416,7069
3416,4949
3416,3936
3417,6678
6481,3902
6481,3471
6481,6077
6481,4161
6481,5224
6481,4087
6481,5945
6481,4191
6481,6686
6481,4202
6481,3722
6481,4949
6481,7046
3419,5613
3419,4949
3420,4494
3420,5486
3420,6193
4643,6237
4643,3457
3423,3448
3424,5842
3424,5370
3424,4665
3424,6664
3424,4681
3424,5043
3424,4561
3424,3706
3424,4949
3424,1843
3425,5881
3425,4291
3425,5101
3425,7120
3425,5580
3425,4179
3425,3123
3427,1316
3427,6943
3427,3828
3428,3647
3428,4639
3428,1850
3429,4196
3429,3902
3429,5842
3429,4949
3430,2497
3432,4287
3432,4977
3432,4337
3432,5523
3432,3269
3432,4076
3432,6326
3432,4948
3432,4949
3432,5269
3433,5283
3433,5069
3433,5338
3433,3747
3433,5511
3434,6221
3434,3763
3435,5315
3435,4167
3435,2949
3435,3493
3435,6755
6527,5448
3436,5407
3436,4639
3436,2002
3436,6199
3436,2935
3436,3582
3436,4112
3436,5629
3436,4620
3436,5746
3436,4640
3436,5445
3436,5671
3436,6716
3436,1858
3436,6645
3436,6121
3436,6405
3436,5825
3436,5338
3436,1904
3536,2899
3438,4301
3438,6724
3438,6783
3438,187
3438,4123
3438,3072
3438,6861
3438,4439
3438,6822
3439,7109
3439,4325
3439,6405
3440,3902
3440,6077
3440,5945
3440,6716
3440,4191
3440,6087
3440,3097
3440,7088
3442,4949
3443,6077
3443,3706
3443,5945
3444,5404
3444,5672
3444,3754
3444,5969
3448,4752
3448,3605
3448,5273
3448,4757
3448,7069
3448,6923
3448,5826
3448,4277
3448,4043
3448,3855
3448,6457
3448,5392
3448,3269
3448,4314
3448,931
3448,4216
3448,4208
3448,5968
3448,5238
3448,4409
3448,4848
3448,6532
3448,7036
3448,4136
3448,3828
3449,3894
6486,4884
3450,4196
3450,6270
3450,3373
3450,5569
3450,6900
3450,6812
3450,6808
3452,6931
3452,4374
3452,3629
3452,5872
3452,5556
3452,4700
3452,4080
3453,3649
3453,3240
3453,5370
3453,3797
3453,3651
3453,5912
3453,3050
3453,6942
3453,6922
3454,6424
3454,5423
3454,6696
3454,5789
3454,6678
3454,6199
3455,6007
3456,5457
3458,4196
3458,5842
3458,3925
3458,5945
3458,4124
3458,4155
3458,5969
3458,963
3458,3706
3458,5130
3458,3995
3458,4816
3458,3784
3458,4191
3458,5485
3458,6659
3458,2107
3459,4274
3460,4949
3461,5428
3461,1878
3461,5269
3462,4217
3462,3540
3462,5328
3462,3557
3462,4076
3462,5569
3462,3691
3462,5448
3462,4196
3462,6357
3462,3577
3462,6168
3462,6808
3462,5100
3462,4439
3462,5476
3462,6812
3462,4816
3462,6922
3464,5017
3465,4374
3465,4639
3465,3840
3465,5666
3465,5553
3465,3097
3465,4949
3465,3763
3466,5448
3466,4863
3466,4038
3467,6475
3467,3801
3467,4246
3467,4329
3467,3902
3468,4702
3468,4467
3468,2922
3468,4660
3469,6996
3470,4144
3470,1985
3470,5842
3470,3936
3470,4433
3470,4843
3470,6821
3470,4589
3470,5832
3470,5906
3471,4087
3471,6001
3471,1858
3472,6184
3473,6611
3473,6074
3473,4889
3473,7114
3473,5094
3473,2690
3473,6199
3473,4833
3474,3551
3474,5753
3476,6997
3476,3784
3477,6359
3478,3524
3480,4709
3481,6910
3481,4131
3482,5842
3482,5269
3482,5292
3482,4173
3482,5495
3482,5829
3482,4949
3482,6947
3482,4809
3482,5474
3482,5043
3482,6467
3482,3596
3482,4849
3482,6944
3482,6863
3483,6371
6789,3708
3484,4196
3484,3821
3484,4568
3484,4377
3485,739
3485,5369
3485,4639
3485,5882
3485,6413
3485,4949
3485,4208
3486,6001
3486,2423
3486,5029
3486,3688
3486,3371
3486,1904
3486,4949
3489,5697
3489,6354
3489,3906
3489,2667
3489,4599
3489,6188
3489,3635
3489,6594
3489,6734
3489,6737
3489,6757
3490,5842
3490,5898
3490,1430
3490,4760
1717,4196
1717,5787
1717,4913
1717,972
1717,6925
1717,1237
1717,3678
1717,4591
1717,1257
1717,5360
1717,6366
1717,5814
1717,4929
1717,6344
1717,6465
1717,6216
1717,4131
1717,4665
1717,759
3493,4167
3493,6244
3493,963
3493,6326
3494,3961
3495,4196
3495,5432
3495,4566
3495,4949
3495,4502
3496,3760
3496,5945
3497,6513
1436,4342
1436,4555
1436,4406
1436,972
1436,4046
1436,3815
1436,7110
1436,4949
1436,5033
3499,6598
3499,5352
3499,6611
3499,5913
3499,3982
3499,6782
3499,4282
3499,4213
3499,6761
3499,4711
3499,7053
3499,4913
3499,5313
3499,5390
3499,4934
3499,5931
3499,3628
3499,4439
3499,7036
3499,4914
3500,6858
3500,4671
3500,5902
3502,2137
3502,3902
71,4663
72,4328
72,6050
3506,4949
3507,6776
3507,6263
3508,3838
3508,4594
3508,6182
3508,5672
3508,4196
3508,4224
3508,3501
3508,4232
3508,5146
3508,6648
3508,5627
3508,6921
3508,5446
3508,2606
3509,6821
3509,5192
3509,5301
3509,4434
5930,6731
3510,5354
3510,6467
3510,5269
2900,4816
3513,3097
3515,5520
3516,5580
3516,3706
3516,6897
3517,6648
3517,4738
3517,5345
3517,7055
3518,4113
3519,5394
3520,4001
3520,4938
3520,5433
3520,6075
3520,1328
3520,5451
3520,6480
3520,4816
3520,5007
3520,3739
3520,4187
3520,3744
3520,4628
3520,5810
3520,5435
3520,6733
3520,6858
3520,6917
3520,4700
3520,4151
3520,5172
3520,3052
3520,5511
3520,6941
3520,5038
3520,4328
3520,2002
3520,5569
3520,739
3520,2345
3520,6753
3520,6168
3520,5906
3522,5776
3522,5214
3522,6627
3524,5824
3524,5910
3524,6114
3524,4330
3524,6810
3524,7072
3524,6722
3524,3995
3524,3806
3524,5934
3525,2228
3525,5395
3526,5842
3526,4392
187,1673
187,6019
187,5366
187,4949
5282,6208
5282,5588
5282,3692
5282,4335
3529,6340
3529,5402
3531,3925
3532,4196
3532,1417
3532,4003
3532,3921
3532,5354
3532,5757
3532,6921
3532,3601
3533,6986
3533,5276
3533,5842
3533,5228
3533,6014
3533,6404
3533,4591
3533,4949
3533,3373
3534,3784
3537,3968
3538,5276
7060,5204
7060,6861
7060,4949
7060,5428
7060,5969
3540,6715
3541,3706
286,632
583,4494
583,5338
583,6648
583,7012
583,7094
583,4476
3546,4140
3547,3991
3547,5787
3547,2345
3547,5740
3547,5446
3547,6095
3547,4913
3549,6167
3549,759
3549,5269
3550,5834
3550,4202
3551,5224
3551,4939
3551,5193
3551,519
3551,5389
3551,4841
3551,4406
3551,4949
3551,5428
3553,5224
3553,5193
3553,4949
3553,6056
3554,5146
3556,4949
3557,4196
3557,5489
3557,6239
3557,4816
3557,3991
3557,6808
3557,5100
5286,474
5286,6354
408,6756
408,5738
408,4173
408,4555
408,4329
408,4702
408,5027
408,4910
408,5825
408,6359
408,6313
5287,4004
3563,5306
3563,6755
3563,6202
3564,4306
3566,3976
3566,4887
3566,3591
3566,5731
3566,4709
3566,4949
3566,6033
3566,6756
3566,5738
3566,6851
3566,5710
3566,5825
3566,6359
6364,3373
6364,5773
6364,6077
3567,4344
5288,3977
5288,3631
5288,5496
5288,4191
5288,1430
5288,3005
5288,5027
5288,4151
5288,6931
5288,6001
3569,5787
3569,5768
3569,6947
3569,6853
3569,5944
3569,5547
3569,5495
3569,4568
3569,5345
3570,5224
3570,6033
3570,4935
3570,4949
3570,5269
4109,3663
4109,4479
4109,1781
4109,3743
4109,6689
4109,5469
4109,3758
4109,5537
3574,5561
3574,6649
3574,6714
3574,5827
3574,6628
3574,3828
3574,3912
3575,4140
3576,1884
3576,7122
3576,2229
3576,6651
3576,5586
3576,7107
3577,5866
3577,4940
3577,6600
3577,6150
3577,7065
3577,4305
3577,6465
3577,5303
3577,5503
3577,5338
3577,5404
3577,4408
3577,4754
3577,4196
3577,5253
3577,6681
3577,5973
3577,6884
3577,4242
3577,6052
3577,6054
3577,5671
3577,6459
3577,5158
3577,5139
3577,3845
3577,6989
3577,3832
3577,5793
3577,6038
3577,3942
3577,2107
3577,5451
3577,5543
3577,6192
3579,4428
4705,5542
3580,4150
3580,4276
3580,5069
3580,5810
3580,4620
3580,6114
519,6467
3582,1904
531,5842
3585,3862
3585,2822
3585,4386
3585,3727
3585,5234
3585,4113
3585,5744
3585,3539
3585,2922
3585,4493
3585,3910
3585,6773
3585,4695
3586,4444
3586,6821
3586,6910
3587,3706
3590,4556
3590,6992
3591,5467
3591,4173
3591,4224
3591,6151
3591,4781
3591,4945
3591,4191
3591,6359
3591,4949
3592,4528
3595,6074
3595,6743
3595,4276
3595,4833
3595,2680
3595,5511
3595,5746
3595,4620
3595,5614
3595,6730
3595,5338
3595,4318
3595,2345
3595,1502
3595,6968
3596,5802
3596,7012
3596,606
3596,5495
3596,7007
3596,4003
3598,4202
3598,5109
3599,3780
3599,4297
3599,6223
3599,2018
3600,5345
3601,1417
3601,4727
3601,3656
3604,3996
4117,4748
2910,3618
2910,5269
3608,3902
3608,4671
972,6221
972,6702
972,5913
972,5328
972,4895
972,3558
972,6664
972,6782
972,4230
972,739
972,4572
972,3201
972,1059
972,5253
972,2899
972,4665
972,4791
972,3763
972,3765
972,5726
972,6808
972,6931
972,4487
972,4538
972,6057
972,6814
972,5164
3610,4863
3612,1059
3612,6643
3613,5859
3615,6033
3615,6352
3615,5246
3615,6853
3615,5404
3615,3970
3615,4232
3615,6170
3616,3902
3616,6357
3616,7043
3616,1535
3616,5842
3616,6922
3616,4949
3616,4267
3618,3706
3618,5296
3618,6768
3618,3925
3619,6820
3619,1666
3619,6974
3620,4122
3620,4995
3621,788
3621,5833
3621,4709
3621,4949
3621,5451
3621,6237
3621,3688
3622,3860
3622,1624
3622,6943
3623,635
3624,2545
3624,1666
3624,4994
3624,3838
3624,6763
3624,6485
3624,4070
3624,6011
3624,5511
3624,5179
3624,7078
3624,6286
3624,6007
3624,6238
3624,6564
3624,5849
739,4822
739,6357
739,4853
739,4151
739,6075
739,5882
739,759
739,6821
739,3052
739,6808
739,2215
739,5569
739,2345
739,5341
739,1328
739,6853
739,6168
739,5693
3626,6014
3627,5428
3627,6202
3628,6623
3628,5870
3628,6664
3628,6064
3628,6254
3628,5811
3628,3747
3628,4884
3629,6362
3629,5471
788,1985
788,6782
788,3240
788,3652
788,2626
788,6569
788,3149
788,5731
788,3765
3631,4196
3631,5834
3631,5860
3631,5562
3631,4328
3631,3906
3631,5043
3631,6244
800,6588
3633,6382
3633,4756
3633,5234
3633,4335
3633,6631
3633,6004
3633,5500
3633,4717
3633,4681
3633,4023
3633,6294
3633,5184
3633,678
3633,5162
3633,3663
3633,5345
3635,6188
3635,5631
3635,4245
1736,3706
1736,4374
1736,5789
3640,5304
3642,3897
3643,4679
3643,4611
3643,7021
3643,3198
3643,6631
3643,3982
3643,6121
3643,4895
3643,6519
3643,6461
3643,6061
3643,6079
3643,6584
3643,6597
3643,3747
3643,4439
3644,6071
3645,4867
3645,7065
3645,3839
3645,4070
3645,5004
3645,5888
3645,5511
3645,6286
3646,2047
3646,4568
3646,5256
3646,4700
3646,4406
3646,2690
3646,5046
3646,4949
3646,5269
3647,5854
3647,4344
3647,6115
3648,3763
3649,6925
3649,5263
3650,1059
3650,3847
3650,5556
3650,3956
3650,1961
3650,4155
3650,4639
3650,4330
3650,4283
3650,6944
3651,6035
3651,5428
3651,4698
3651,6056
3651,4406
3651,5260
3651,1961
3651,6407
3651,4949
3651,7046
3652,4240
3652,6782
3652,2626
3653,1059
3653,5969
3653,7015
3653,4949
3653,5668
3653,4048
3653,6366
3653,3711
3653,7031
3653,4408
3653,5084
3653,6922
3653,5251
3654,5945
3654,2345
3655,7030
3655,4856
3655,4895
3656,5041
3656,4790
3656,4628
3656,4727
3658,3758
3659,4087
3660,4990
3661,6645
3661,6826
3661,4713
3661,4848
3661,6856
3662,5404
3662,5898
3663,4140
3663,5184
3663,5162
3663,6811
3663,5345
3663,4695
3664,4949
3665,5854
3666,3706
3666,5928
3666,4140
1741,5223
1741,756
1741,6873
3668,6107
3668,4328
3668,5945
3668,7088
3668,2345
3668,5842
3668,4506
3669,5389
6792,3912
3671,6087
3671,5809
3672,2899
3672,6193
1000,5563
3674,6810
3674,5665
3674,4076
2922,3835
2922,5559
2922,6357
2922,4591
2922,6459
2922,4528
2922,6079
2922,6812
2922,4913
1012,6883
3678,6114
3679,4406
3679,474
3679,5038
3679,7069
3681,4853
3681,2899
3681,6270
3681,3978
3681,4317
3681,5404
3681,6688
3681,6838
3681,5776
3682,5960
3682,6696
3682,6028
3682,5969
3684,6408
3684,6776
3684,4704
3686,6356
6301,5557
6301,5006
3687,1791
3687,5515
3687,4285
3688,6073
3688,4621
3688,4611
3688,5551
3688,5007
3688,206
3688,5181
3688,5404
3688,6322
3688,5789
3688,1859
3688,6908
3688,936
3688,1904
3688,5347
3688,5823
3688,4242
3688,4700
3688,5833
3688,4703
3688,6119
3688,5624
3688,5423
3688,5210
3688,5213
3688,5269
3688,4602
3688,4502
3689,5519
3689,5645
3691,5292
3691,4067
3691,6607
3691,3961
3691,4232
3691,5569
3691,4196
3691,879
3691,5109
3691,4700
3691,4759
3691,3709
3691,6202
3691,6808
3691,5100
3691,5417
3691,5768
3691,6812
3691,4987
3691,5315
3691,6734
3691,6755
3692,5787
3692,4685
3692,6019
3692,3812
3692,3926
3692,6981
3692,3050
3692,818
3692,3742
3692,6275
3692,4886
3692,4908
3692,1902
3692,1990
3692,3014
3694,4949
3694,5322
3695,5872
3695,4203
4132,3706
3697,1963
1137,4791
1137,3321
3699,5276
3699,4051
3699,6727
3699,4929
3699,4700
3699,4746
3699,4601
3699,4483
3699,5407
3699,5110
3699,5533
3702,3175
3702,7064
3702,6244
3702,4067
3702,3994
3702,5846
3702,759
3702,1904
3702,1051
604,5972
3704,5204
3705,5952
6247,5064
3706,432
3706,3724
3706,4615
3706,5276
3706,1349
3706,1364
3706,4397
3706,6299
3706,4403
3706,5981
3706,4681
3706,863
3706,4911
3706,6446
3706,5933
3706,5761
3706,1511
3706,5654
3706,5632
3706,4426
3706,6463
3706,3991
3706,3597
3706,4888
3706,6019
3706,6327
3706,3979
3706,4018
3706,6036
3706,734
3706,4907
3706,4023
3706,4477
3706,3123
3706,7097
3706,5225
3706,6689
3706,5765
3706,4486
3706,6516
3706,5154
3706,5582
3706,4482
3706,2257
3706,5594
3706,5848
3706,7004
3706,4269
3706,6535
3706,6304
3706,4249
3706,4732
3706,5384
3706,4301
3706,3743
3706,5184
3706,4295
3706,931
3706,1242
3706,2960
3706,6798
3706,4595
3706,6800
3706,6644
3706,3207
3706,1356
3706,4769
3706,5639
3706,6814
3706,3886
3706,5646
3706,4113
3706,1913
3706,5633
3706,5488
3706,6140
3706,5226
3706,6216
3706,6144
3706,3894
3706,5658
3706,4780
3706,6761
3706,5192
3706,4345
3706,4896
3706,6293
3706,6548
3706,2874
3706,3917
3706,6765
3706,6506
3706,7110
3706,4374
3706,6126
3706,6880
3706,6881
3706,4756
3706,5240
3706,5268
3706,6889
1189,5174
1189,3821
1189,6696
1189,7065
1189,5898
1189,1316
1189,4632
5303,4196
5303,1890
5303,6357
5303,6716
5303,4310
3710,6077
3711,5834
3711,4513
3711,4639
3711,3097
3713,5379
3713,4173
3713,5982
3713,5580
3713,7041
3713,6922
3713,4949
3714,1164
3715,5738
3715,4173
3715,4949
1256,5428
1748,4641
1748,4568
1748,4121
1748,5842
1748,6615
1748,5049
606,6838
606,5445
3721,4049
3721,3905
3721,6645
3722,4161
3722,5331
3722,7046
3722,3840
3722,1670
3723,5714
3723,4530
3723,1673
3724,5412
3724,5157
3724,5366
3725,5839
3725,6074
3725,4393
3725,4833
3725,4287
3725,6609
3725,5132
3725,4141
3725,5510
3725,5569
3725,4242
3725,6026
3725,4798
3725,6214
3725,6922
3725,6696
3725,3845
3725,5898
3725,5466
3725,4318
3725,2345
3725,2913
3725,6943
3725,3832
1749,6115
1749,6061
1749,3173
3727,759
3727,1843
1328,5489
1328,5569
1328,6853
1328,5973
1328,3052
1328,4366
1328,5532
1328,3821
1328,6812
1328,6980
1328,4692
1328,2345
1328,6322
1328,6922
1328,2247
3730,6107
3730,4895
3730,4568
1349,4032
1349,4950
1349,4479
1349,4931
1349,6045
1349,5345
1359,6895
1364,3743
1364,3758
1364,4406
1364,5899
1364,4140
1364,5345
3734,5103
2932,3968
2932,4515
2932,4113
2932,5979
2932,1540
2932,3788
3737,5442
3232,5354
3232,5028
3739,4001
3739,6716
3739,1237
3739,5446
3739,1257
3739,4080
3739,5333
3739,6198
3739,1863
3739,4098
3739,5117
3739,6676
3739,5460
3739,5802
3739,4639
3739,6550
3739,6448
3739,5886
3739,4801
3739,6244
3739,4484
3739,4979
3739,7051
3739,4330
3739,3991
3739,6404
3739,5842
3740,5651
3740,3835
3740,5379
3740,5228
3740,7112
3740,4949
3740,6931
3741,4076
3742,6914
3742,2215
3742,6853
3742,4949
3742,5571
3742,5127
3742,6903
3742,6791
3743,5412
3743,5881
3743,5321
3743,4386
3743,4479
3743,4174
3743,4176
3743,3815
3743,3758
3743,4493
3743,4130
3743,6264
3743,4032
3743,5101
3743,5641
3743,5927
3743,5240
3743,7054
3743,4482
3743,7000
3743,6272
3743,4695
3744,6362
3744,6941
3744,7068
3744,6121
3746,3902
3746,6962
3746,5945
3746,4347
3746,4949
3746,5043
3746,6077
3747,4196
3747,4240
3747,5569
3747,4328
3747,934
3747,4330
3747,5338
3747,4895
3747,6606
3747,6605
3747,4538
3747,4568
3747,5312
3747,6215
3747,3886
3747,5931
3747,2345
3747,4602
3747,4439
3747,1904
3747,6192
3749,4639
3749,491
3749,6096
3749,6853
3749,5666
3752,6376
3752,7007
3752,5832
3753,5360
3753,5632
3754,4621
3754,7063
3754,4611
3754,4700
3754,6563
3754,4374
3754,4861
3754,5810
3754,5732
3754,5007
3754,6829
3754,5624
3754,5423
3756,4144
3756,5160
3756,6961
3756,6621
3756,5580
3756,6632
3756,5007
3756,7049
3756,5389
3756,4979
3756,4923
3756,1673
3756,4812
3756,4257
3756,4871
3756,4289
3756,5424
3756,5982
3756,6888
3757,6895
3757,6947
3758,3815
3758,1781
3758,4493
3758,4125
3758,2548
3758,5469
3758,5927
3758,6723
2935,4196
2935,1666
2935,6007
2935,5428
2935,6922
2935,3173
2935,5387
3760,6251
3760,4505
3760,5383
3760,5061
3760,6269
3760,4450
3760,5557
3760,4719
3760,4014
3760,5611
3760,3063
3760,4784
3760,3863
3760,6086
3760,6964
3760,5509
3760,4986
3760,3084
3760,4144
3760,2109
3760,2960
3760,4645
3760,6570
3760,3791
3760,4974
3760,3825
3760,7051
3760,6934
3760,7053
3760,6061
3760,6705
3760,3813
3760,4168
3760,4772
3760,4884
3761,5168
3761,6821
3763,5649
3763,4555
3763,5910
3763,4742
3763,4563
3763,1961
3763,4338
3763,3886
3763,6902
3763,6605
3763,6317
3763,6731
3763,3806
3763,6699
3763,1059
3763,4240
3763,5824
3763,6177
3763,5417
3763,5764
3763,5148
3763,5400
3763,7053
3763,3774
3763,6507
3763,5315
3763,5926
3763,5216
3763,3995
3763,6942
3763,6697
3763,6930
3765,5842
3765,4721
3765,4639
3765,2002
3765,5721
3765,5555
3765,3847
3765,5032
3765,5343
3765,5360
3765,5768
3765,2215
3765,4086
3765,3912
3765,5530
3766,3097
612,3839
3768,4581
1533,5293
3771,5233
3771,4607
3771,5243
3771,2805
3771,4949
3771,5343
3772,4514
3772,6896
3772,3418
3774,1059
3774,5945
3776,4455
3776,3539
3776,4774
3776,5920
3777,6931
3777,5834
3777,5786
3777,6588
3777,6216
3777,6632
3778,4212
3778,2690
4144,4639
4144,4812
4144,4949
3784,1711
3784,5802
3784,4940
3784,5556
3784,6716
3784,3844
3784,5495
3784,5356
3784,5842
3784,4512
3784,6748
3784,4925
3784,5069
3784,6801
3784,4568
3784,674
3784,4207
3784,5338
3784,6217
3784,5708
3784,4168
3784,2164
3784,6620
3784,4884
3785,4444
1627,5340
1627,2822
1627,4695
3787,4949
3787,5979
3788,5650
3788,5889
3788,3968
3788,6025
3788,4993
3788,5848
1654,5034
1654,6627
1654,4962
3790,5315
3790,5532
3790,6967
3790,5985
3790,2011
3792,5490
3792,4376
3793,5777
3793,5179
3793,5894
3794,4196
3794,5269
3794,4816
3795,6746
3796,4119
3797,6877
3797,1963
3797,5969
3797,7043
3797,4839
3797,4819
3797,4163
3797,4949
3798,5656
3799,5532
3799,4097
3799,1826
3799,6026
3799,6943
1708,6776
3801,5979
3801,4816
3801,5345
3801,6443
1730,6119
1730,6458
1746,5292
3805,4133
3805,5899
3805,6793
3805,5148
3805,5937
3805,2960
3805,6050
3806,6114
3806,4538
3806,4611
3806,4639
3806,5354
3806,5201
3806,5934
3806,6944
3807,4639
3807,5354
3807,3097
3807,4949
5820,4014
3808,432
3809,4087
3812,5789
3812,4808
3812,4910
1813,6700
1813,4717
3815,4561
3815,2548
3815,5064
3815,3979
3815,5453
3815,5586
3815,5927
3815,6043
3815,7090
3815,4913
3815,4695
3815,4356
3815,4756
3815,1781
3815,4421
3815,4482
3815,3818
3815,7054
3815,6700
3815,4493
3815,6076
3815,6148
3815,6803
3819,4001
3819,4196
3819,5802
3819,6659
3819,5091
3819,6716
3819,5842
3819,6808
3819,5130
3819,6001
3819,2215
3819,5312
3819,6944
3819,1237
3819,6922
3819,6820
3819,5428
3820,4236
3820,5149
3820,4544
3820,3956
3820,6895
3820,5832
3820,4638
3821,6611
3821,3900
3821,6270
3821,6485
3821,4366
3821,5627
3822,5204
3822,5389
3822,5269
3822,5428
3822,5842
3822,5900
3822,4949
1878,6611
1878,4816
1878,3996
1878,3890
3826,5472
3826,4538
3826,5061
3827,3996
3827,6530
3827,5312
3828,4709
3828,7069
3828,5918
3828,7104
3828,4949
3829,4374
3829,7107
3829,5564
3829,5080
3829,6891
3829,6489
3831,6896
3832,4242
3832,5623
3832,6657
3832,6730
3832,6135
3832,4393
3832,4506
5537,5234
5537,6045
5537,5327
5537,6484
5537,5345
5537,4140
3833,4913
3833,4509
3833,4330
3833,5945
3833,3925
3833,5345
3835,4240
3835,5330
3835,5214
3835,5328
3835,1059
2966,5354
3837,4513
3837,4384
3837,4993
3837,7116
3838,2545
3838,1666
3838,4994
3838,3922
3838,6716
3838,4219
3838,6485
3838,3982
3838,4366
3838,4131
3838,5179
3838,4715
3838,6007
3838,5511
3838,5672
3838,6564
3838,5849
3838,6763
3839,4121
3839,6169
3839,5095
3839,3850
3839,2215
3839,6007
3839,3990
3839,6732
3839,4114
3839,5375
5918,7007
5918,4949
3841,6988
3841,6448
3841,7069
3841,4618
3841,5409
6358,4715
6358,6150
6358,4698
6358,5236
6358,4833
6358,4852
6358,5179
6358,5069
6358,6233
6358,2545
6358,5842
6358,6917
6358,5090
6358,4305
6358,1858
6358,4366
6358,5511
6358,6989
6358,5832
6358,6485
3843,1727
3844,3925
3844,674
3845,4196
3845,7021
3845,4230
3845,6040
3845,6853
3845,2345
3845,6206
3845,6150
3846,2392
3846,5103
3846,5993
3846,6925
3846,6322
3846,4212
3847,4196
3847,4377
3847,5191
3847,6569
3847,6459
3847,3198
3847,5945
3847,6716
3847,5146
3847,4895
3847,4301
3847,4256
3847,3943
3847,4191
3847,1826
3847,5451
3847,6702
3847,5338
3847,4155
3847,2345
3847,4644
3847,4850
3847,6192
3848,5402
3849,6045
3849,6974
3849,4315
6708,5842
6708,5269
6708,5333
3850,5952
3850,4713
3850,6682
3850,4222
3850,4129
3850,3097
3850,4793
3851,5580
3851,5945
3852,4508
1987,5428
1987,4863
1987,5831
1987,4949
3855,3917
3855,4665
3855,7069
3855,5945
3855,1704
3855,6077
3855,5904
3855,6664
3855,1675
3855,6930
3855,1904
3855,7046
3856,2793
3856,4250
3856,5810
3856,5789
3856,6512
3856,1624
1769,5428
1769,3902
3858,7030
3859,6060
3860,7067
3860,6716
3861,2899
3861,5008
3862,5345
3862,5642
3863,4698
3863,4798
3863,5945
3863,4121
3863,4114
3865,4940
3868,4087
3868,4949
3868,5269
3869,7080
3869,3925
3870,4087
3871,4761
3873,5842
3874,5721
3875,5095
3875,1994
3875,3893
3878,5763
2165,4493
2165,6723
2165,6362
2165,5321
2165,5101
3881,6882
7068,5223
7068,6917
7068,6742
7068,6168
7068,6121
2205,6409
2205,6056
3885,6776
3886,5649
3886,1059
3886,5912
3886,6606
3886,3173
3886,4949
3886,6214
3886,5675
3886,6270
3886,4155
3886,759
3886,5817
3886,4240
3886,4665
3886,3198
3886,6056
3886,7046
3886,5263
3886,4538
3886,6702
3886,6465
3886,5043
3886,2345
3886,6922
3886,7003
3888,4053
2235,5366
6435,4272
6435,5333
6435,6605
6435,6600
6435,4920
3892,3960
3892,4272
3892,5449
3892,6026
3894,4639
3894,3925
3894,5345
3894,3097
3894,4949
3895,5338
3895,4711
3895,6596
3895,4949
3896,4755
3898,5725
6565,4556
6565,4977
6565,5351
6565,4545
6565,4912
6565,4789
6565,4288
3899,5245
3900,6611
3900,4445
3900,4639
3900,1356
3900,3996
3900,4692
3900,6074
3900,4602
3900,4114
3900,5085
3900,4287
3901,5304
3901,4230
3902,4503
3902,6304
3902,6076
3902,3528
3902,7015
3902,4827
3902,6203
3902,3959
3902,4839
3902,6807
3902,6786
3902,1947
3902,5553
3902,1985
3902,4416
3902,6446
3902,6587
3902,6924
3902,5305
3902,7025
3902,2967
3902,6236
3902,5234
3902,3980
3902,1865
3902,4868
3902,5641
3902,5877
3902,5441
3902,4577
3902,3084
3902,6477
3902,1997
3902,6717
3902,6149
3902,6957
3902,3696
3902,4629
3902,5920
3902,4342
3902,4343
3902,4074
3902,4466
3902,4262
3902,1578
3902,6044
3902,6968
3902,5020
3902,6857
3902,5142
3902,4582
3902,6386
3902,5555
3902,4246
3902,4046
3902,6746
3902,6393
3902,2215
3902,4160
3902,4080
3902,5368
3902,4892
3902,5369
3902,5260
3902,5807
3903,6465
3903,2107
2354,6914
2354,4173
2354,5510
2354,6853
2354,4863
2354,3173
2354,4076
2354,4439
2354,4620
2354,6190
2354,6808
2354,3294
2354,6345
2354,6014
2354,3044
2354,5684
3905,4406
3905,6705
3905,4949
3905,7069
3905,1059
3905,6534
3906,879
3906,6388
3906,6863
3906,5174
2960,4196
2960,4330
2960,5120
2960,5263
2960,310
2960,2345
3910,4032
3910,4950
3910,5321
3910,2822
3910,4482
3910,6813
3910,4565
3910,4076
3910,4174
3910,7000
3910,4113
3910,6045
3910,6272
3910,5345
3911,6986
3912,5768
3912,5269
3912,4406
3912,5530
3913,5839
3913,6917
3915,5224
3915,4935
3915,6061
3915,5155
3916,6500
3916,5707
3917,5389
3917,5842
3917,5269
3917,5716
3918,4933
3918,2155
3919,5631
3919,6026
3921,6001
3921,5894
3921,7065
3921,6058
3921,4167
3921,6205
3921,5343
3922,5354
3922,4329
633,5486
3925,5787
3925,2155
3925,6108
3925,4780
3925,5912
3925,5731
3925,5557
3925,5447
3925,4949
3925,6490
3925,6722
3925,4681
